#EffectorID	Species	Value1	Value2	Value3	Value4
effector_62	species_36	94.7	40.8	2455	62
effector_62	species_37	29.3	97.2	2456	62
effector_62	species_38	52.5	81.4	2457	62
effector_63	species_0	24.6	40	2458	63
effector_63	species_1	65.9	50.6	2459	63
effector_63	species_2	50	24.9	2460	63
effector_63	species_3	49	29.2	2461	63
effector_63	species_4	0.5	26.8	2462	63
effector_63	species_5	23	89.8	2463	63
effector_63	species_6	15.9	67.6	2464	63
effector_63	species_7	9.8	30.8	2465	63
effector_63	species_8	34.6	90.5	2466	63
effector_63	species_9	19.6	28.7	2467	63
effector_63	species_10	62.5	34.1	2468	63
effector_63	species_11	29	68.2	2469	63
effector_63	species_12	12.3	68.6	2470	63
effector_63	species_13	84.1	61.5	2471	63
effector_63	species_14	86.4	27.5	2472	63
effector_63	species_15	95.7	5.8	2473	63
effector_63	species_16	1.8	84.7	2474	63
effector_63	species_17	84.4	56	2475	63
effector_63	species_18	24.6	0.8	2476	63
effector_63	species_19	3.3	6	2477	63
effector_63	species_20	7.2	59.3	2478	63
effector_63	species_21	14.9	9.2	2479	63
effector_63	species_22	5.8	86.3	2480	63
effector_63	species_23	61.7	10.1	2481	63
effector_63	species_24	78.6	1	2482	63
effector_63	species_25	93.9	98.4	2483	63
effector_63	species_26	80.8	29.1	2484	63
effector_63	species_27	19.2	9.9	2485	63
effector_63	species_28	76.6	38.4	2486	63
effector_63	species_29	20.4	94.3	2487	63
effector_63	species_30	65	61.9	2488	63
effector_63	species_31	42.6	18.2	2489	63
effector_63	species_32	22.8	34	2490	63
effector_63	species_33	21.6	63.7	2491	63
effector_63	species_34	46	27.5	2492	63
effector_63	species_35	21.8	20.2	2493	63
effector_63	species_36	49.3	66.4	2494	63
effector_63	species_37	46.4	62.7	2495	63
effector_63	species_38	7.4	80.6	2496	63
effector_64	species_0	9.6	64.2	2497	64
effector_64	species_1	33.8	62.2	2498	64
effector_64	species_2	53.6	62	2499	64
effector_64	species_3	83.3	5.3	2500	64
effector_64	species_4	43.9	15.6	2501	64
effector_64	species_5	61.3	59.6	2502	64
effector_64	species_6	83.4	77	2503	64
effector_64	species_7	73.2	30.7	2504	64
effector_64	species_8	1.6	12	2505	64
effector_64	species_9	18.6	91.8	2506	64
effector_64	species_10	99.9	96.8	2507	64
effector_64	species_11	60.9	79.5	2508	64
effector_64	species_12	98.1	92.2	2509	64
effector_64	species_13	80.3	77.2	2510	64
effector_64	species_14	12	76.3	2511	64
effector_64	species_15	67.8	31.7	2512	64
effector_64	species_16	15.9	84.3	2513	64
effector_64	species_17	98.3	6.4	2514	64
effector_64	species_18	12.7	14.6	2515	64
effector_64	species_19	60.1	46.4	2516	64
effector_64	species_20	34.2	24.7	2517	64
effector_64	species_21	49.5	31.3	2518	64
effector_64	species_22	85.1	61	2519	64
effector_64	species_23	57.3	85.8	2520	64
effector_64	species_24	28.7	33.7	2521	64
effector_64	species_25	55.8	33.2	2522	64
effector_64	species_26	84.4	14.9	2523	64
effector_64	species_27	6.8	13	2524	64
effector_64	species_28	34.1	77.3	2525	64
effector_64	species_29	66.4	71.4	2526	64
effector_64	species_30	52	78.2	2527	64
effector_64	species_31	24.8	54.8	2528	64
effector_64	species_32	28.4	11.6	2529	64
effector_64	species_33	13	93.1	2530	64
effector_64	species_34	72.3	45	2531	64
effector_64	species_35	88.8	8.8	2532	64
effector_64	species_36	86.4	37.1	2533	64
effector_64	species_37	91.6	64.2	2534	64
effector_64	species_38	61.6	93.4	2535	64
effector_65	species_0	83.8	97	2536	65
effector_65	species_1	98.2	28.3	2537	65
effector_65	species_2	82.4	54	2538	65
effector_65	species_3	20.3	15.3	2539	65
effector_65	species_4	42.4	18.8	2540	65
effector_65	species_5	63.1	18.7	2541	65
effector_65	species_6	66.6	24.5	2542	65
effector_65	species_7	76.8	55.9	2543	65
effector_65	species_8	6.2	95.1	2544	65
effector_65	species_9	94.1	69.4	2545	65
effector_65	species_10	33.6	10.1	2546	65
effector_65	species_11	21.4	27.3	2547	65
effector_65	species_12	62.5	1.5	2548	65
effector_65	species_13	26.8	16.1	2549	65
effector_65	species_14	36.2	59	2550	65
effector_65	species_15	83.8	91.8	2551	65
effector_65	species_16	37.8	30.2	2552	65
effector_65	species_17	20.5	69.6	2553	65
effector_65	species_18	37.9	3.7	2554	65
effector_65	species_19	11.1	49	2555	65
effector_65	species_20	0.6	61.3	2556	65
effector_65	species_21	46.9	74.9	2557	65
effector_65	species_22	87.3	50	2558	65
effector_65	species_23	71.2	38.2	2559	65
effector_65	species_24	96.5	38.3	2560	65
effector_65	species_25	24.6	21.3	2561	65
effector_65	species_26	15.6	99.3	2562	65
effector_65	species_27	94	79.2	2563	65
effector_65	species_28	20.7	33	2564	65
effector_65	species_29	30.4	26.9	2565	65
effector_65	species_30	33.4	51.1	2566	65
effector_65	species_31	63.7	10.7	2567	65
effector_65	species_32	22.2	96.3	2568	65
effector_65	species_33	33.5	38.1	2569	65
effector_65	species_34	5.2	75.7	2570	65
effector_65	species_35	66.6	95.3	2571	65
effector_65	species_36	13.3	41.8	2572	65
effector_65	species_37	30.3	100	2573	65
effector_65	species_38	55.8	48.6	2574	65
effector_66	species_0	14.2	75.9	2575	66
effector_66	species_1	85.3	93.4	2576	66
effector_66	species_2	45.6	63.4	2577	66
effector_66	species_3	79.2	82.6	2578	66
effector_66	species_4	93.9	31.3	2579	66
effector_66	species_5	10.8	27.2	2580	66
effector_66	species_6	6.5	23.7	2581	66
effector_66	species_7	0.8	55.3	2582	66
effector_66	species_8	79.9	63.3	2583	66
effector_66	species_9	14.8	3.3	2584	66
effector_66	species_10	29.7	26.8	2585	66
effector_66	species_11	73.4	85.2	2586	66
effector_66	species_12	96.2	43.2	2587	66
effector_66	species_13	1.5	0.4	2588	66
effector_66	species_14	94.3	70.5	2589	66
effector_66	species_15	66.2	2.9	2590	66
effector_66	species_16	83.3	15.7	2591	66
effector_66	species_17	65.2	63.3	2592	66
effector_66	species_18	81.7	24.6	2593	66
effector_66	species_19	10.9	28.2	2594	66
effector_66	species_20	83.8	81.3	2595	66
effector_66	species_21	4.5	2.9	2596	66
effector_66	species_22	10.2	43.8	2597	66
effector_66	species_23	39.4	79	2598	66
effector_66	species_24	21.9	43.3	2599	66
effector_66	species_25	38.2	58.2	2600	66
effector_66	species_26	82.1	33.1	2601	66
effector_66	species_27	61.5	60.1	2602	66
effector_66	species_28	10.5	86.9	2603	66
effector_66	species_29	96.9	37.8	2604	66
effector_66	species_30	12.5	44.6	2605	66
effector_66	species_31	47.7	90.5	2606	66
effector_66	species_32	6.3	87.3	2607	66
effector_66	species_33	84.7	41.8	2608	66
effector_66	species_34	94.3	75.2	2609	66
effector_66	species_35	68.1	39.8	2610	66
effector_66	species_36	30.8	38.2	2611	66
effector_66	species_37	36.3	66.4	2612	66
effector_66	species_38	69.2	35.2	2613	66
effector_67	species_0	0.8	70.1	2614	67
effector_67	species_1	15.2	2.6	2615	67
effector_67	species_2	89	34.3	2616	67
effector_67	species_3	14.3	2.4	2617	67
effector_67	species_4	49.7	78.1	2618	67
effector_67	species_5	0.3	3.7	2619	67
effector_67	species_6	86.4	11.2	2620	67
effector_67	species_7	87.1	36.5	2621	67
effector_67	species_8	61.2	84.5	2622	67
effector_67	species_9	37.8	81.4	2623	67
effector_67	species_10	41.2	8.1	2624	67
effector_67	species_11	66.4	33.2	2625	67
effector_67	species_12	93.6	71.9	2626	67
effector_67	species_13	19.4	50.4	2627	67
effector_67	species_14	25.7	17.2	2628	67
effector_67	species_15	22.2	10.5	2629	67
effector_67	species_16	7.1	52.9	2630	67
effector_67	species_17	57.8	80.7	2631	67
effector_67	species_18	88.1	83.3	2632	67
effector_67	species_19	49.9	29	2633	67
effector_67	species_20	43.6	98.5	2634	67
effector_67	species_21	56.5	37.3	2635	67
effector_67	species_22	93.4	43.9	2636	67
effector_67	species_23	94.1	3.5	2637	67
effector_67	species_24	70.9	90.6	2638	67
effector_67	species_25	5.5	19.8	2639	67
effector_67	species_26	28.1	76.1	2640	67
effector_67	species_27	72.7	26	2641	67
effector_67	species_28	17.7	17.3	2642	67
effector_67	species_29	86	68	2643	67
effector_67	species_30	44.6	53.6	2644	67
effector_67	species_31	52.5	48	2645	67
effector_67	species_32	60.4	63.5	2646	67
effector_67	species_33	17.9	98.4	2647	67
effector_67	species_34	9	23.2	2648	67
effector_67	species_35	24.8	33.2	2649	67
effector_67	species_36	0.9	97	2650	67
effector_67	species_37	96.2	82.5	2651	67
effector_67	species_38	93.2	91.3	2652	67
effector_68	species_0	97	0.2	2653	68
effector_68	species_1	54.9	15.1	2654	68
effector_68	species_2	35.2	46.8	2655	68
effector_68	species_3	95.6	38.6	2656	68
effector_68	species_4	94.6	3.1	2657	68
effector_68	species_5	19.5	85.7	2658	68
effector_68	species_6	6.7	52.7	2659	68
effector_68	species_7	17.5	89.1	2660	68
effector_68	species_8	13.7	11.8	2661	68
effector_68	species_9	4.6	86.2	2662	68
effector_68	species_10	65.4	47	2663	68
effector_68	species_11	88	63.1	2664	68
effector_68	species_12	29.5	59.8	2665	68
effector_68	species_13	22.2	2.7	2666	68
effector_68	species_14	66.9	88.1	2667	68
effector_68	species_15	6.3	16.6	2668	68
effector_68	species_16	61	74.1	2669	68
effector_68	species_17	64.2	84.5	2670	68
effector_68	species_18	1	92.7	2671	68
effector_68	species_19	66.4	47.5	2672	68
effector_68	species_20	84.2	44	2673	68
effector_68	species_21	10.6	45.9	2674	68
effector_68	species_22	98.9	12.5	2675	68
effector_68	species_23	53.5	95.8	2676	68
effector_68	species_24	46.7	39.7	2677	68
effector_68	species_25	21.3	47.1	2678	68
effector_68	species_26	64.8	67.1	2679	68
effector_68	species_27	32.9	81.8	2680	68
effector_68	species_28	78.8	29.1	2681	68
effector_68	species_29	68	44.1	2682	68
effector_68	species_30	12.7	4.1	2683	68
effector_68	species_31	84.6	96.4	2684	68
effector_68	species_32	41.6	84.6	2685	68
effector_68	species_33	61.5	81.8	2686	68
effector_68	species_34	61.9	7.4	2687	68
effector_68	species_35	10	26.5	2688	68
effector_68	species_36	39.3	22	2689	68
effector_68	species_37	61.6	63.9	2690	68
effector_68	species_38	72	84.5	2691	68
effector_69	species_0	26.7	14.8	2692	69
effector_69	species_1	4.6	40.7	2693	69
effector_69	species_2	29.5	29.6	2694	69
effector_69	species_3	56.4	61.5	2695	69
effector_69	species_4	5.7	70.5	2696	69
effector_69	species_5	93.1	79.6	2697	69
effector_69	species_6	82.1	37.6	2698	69
effector_69	species_7	90	25.8	2699	69
effector_69	species_8	99.6	71.9	2700	69
effector_69	species_9	90.8	1.1	2701	69
effector_69	species_10	32.5	48.6	2702	69
effector_69	species_11	57.7	76.4	2703	69
effector_69	species_12	41.9	67.1	2704	69
effector_69	species_13	19.6	62.2	2705	69
effector_69	species_14	74.6	66.3	2706	69
effector_69	species_15	39.4	4	2707	69
effector_69	species_16	55.9	75.9	2708	69
effector_69	species_17	83.4	78.1	2709	69
effector_69	species_18	57.5	49.4	2710	69
effector_69	species_19	65.7	59.7	2711	69
effector_69	species_20	56.7	22.1	2712	69
effector_69	species_21	13	1.2	2713	69
effector_69	species_22	35	35.4	2714	69
effector_69	species_23	38.6	7	2715	69
effector_69	species_24	94.8	77.7	2716	69
effector_69	species_25	78.9	81.5	2717	69
effector_69	species_26	81.4	62.2	2718	69
effector_69	species_27	53	56.2	2719	69
effector_69	species_28	89.7	48.7	2720	69
effector_69	species_29	61.9	78.1	2721	69
effector_69	species_30	6.9	32.1	2722	69
effector_69	species_31	23.8	31.7	2723	69
effector_69	species_32	22	18.1	2724	69
effector_69	species_33	89.5	7.3	2725	69
effector_69	species_34	34.5	60	2726	69
effector_69	species_35	54.8	48.9	2727	69
effector_69	species_36	62.4	67.8	2728	69
effector_69	species_37	72.9	17.8	2729	69
effector_69	species_38	52.3	3.7	2730	69
effector_70	species_0	89.4	75.8	2731	70
effector_70	species_1	16	57.5	2732	70
effector_70	species_2	54	33.8	2733	70
effector_70	species_3	8.1	67.5	2734	70
effector_70	species_4	13.9	68.8	2735	70
effector_70	species_5	12.5	63.2	2736	70
effector_70	species_6	71.3	29.1	2737	70
effector_70	species_7	2.8	79.8	2738	70
effector_70	species_8	12.3	64	2739	70
effector_70	species_9	30.6	95.8	2740	70
effector_70	species_10	97	94.5	2741	70
effector_70	species_11	79.2	28.1	2742	70
effector_70	species_12	31.8	44.7	2743	70
effector_70	species_13	11	59.4	2744	70
effector_70	species_14	19.9	39.6	2745	70
effector_70	species_15	2.8	18.6	2746	70
effector_70	species_16	50.5	93	2747	70
effector_70	species_17	0.1	24.1	2748	70
effector_70	species_18	82.9	81.7	2749	70
effector_70	species_19	50.2	33.8	2750	70
effector_70	species_20	91.3	79.8	2751	70
effector_70	species_21	44.4	56.5	2752	70
effector_70	species_22	33.6	52.5	2753	70
effector_70	species_23	36.7	3.7	2754	70
effector_70	species_24	30.2	98.4	2755	70
effector_70	species_25	63	37.1	2756	70
effector_70	species_26	41.4	8.1	2757	70
effector_70	species_27	43.3	4.1	2758	70
effector_70	species_28	8.6	19.1	2759	70
effector_70	species_29	68.1	27.1	2760	70
effector_70	species_30	25.5	6.5	2761	70
effector_70	species_31	20.6	47.9	2762	70
effector_70	species_32	92.9	17.5	2763	70
effector_70	species_33	16.4	54.7	2764	70
effector_70	species_34	96.8	76.5	2765	70
effector_70	species_35	92.1	80.8	2766	70
effector_70	species_36	17.8	24.8	2767	70
effector_70	species_37	13.6	20.2	2768	70
effector_70	species_38	31.9	73.8	2769	70
effector_71	species_0	68.7	81.2	2770	71
effector_71	species_1	75.9	75.8	2771	71
effector_71	species_2	39.6	60.5	2772	71
effector_71	species_3	56.3	3.6	2773	71
effector_71	species_4	39.6	1.4	2774	71
effector_71	species_5	59.4	46.1	2775	71
effector_71	species_6	98.2	78.7	2776	71
effector_71	species_7	8.4	28.3	2777	71
effector_71	species_8	43.5	54	2778	71
effector_71	species_9	88.6	34.9	2779	71
effector_71	species_10	95.1	76.9	2780	71
effector_71	species_11	29.9	73.3	2781	71
effector_71	species_12	12.5	9.9	2782	71
effector_71	species_13	70.1	74.7	2783	71
effector_71	species_14	76.8	10.3	2784	71
effector_71	species_15	49.9	11.1	2785	71
effector_71	species_16	24.5	33.9	2786	71
effector_71	species_17	43.3	55.5	2787	71
effector_71	species_18	87.4	94.9	2788	71
effector_71	species_19	42.3	27.8	2789	71
effector_71	species_20	17	89	2790	71
effector_71	species_21	13.8	16.8	2791	71
effector_71	species_22	5.3	55.7	2792	71
effector_71	species_23	64.6	6.5	2793	71
effector_71	species_24	78.6	5.8	2794	71
effector_71	species_25	14.8	81.2	2795	71
effector_71	species_26	39.8	28.3	2796	71
effector_71	species_27	65.8	52.5	2797	71
effector_71	species_28	62.9	64.1	2798	71
effector_71	species_29	27.8	22.9	2799	71
effector_71	species_30	99.4	65.5	2800	71
effector_71	species_31	98.3	9.3	2801	71
effector_71	species_32	83.9	59.4	2802	71
effector_71	species_33	17.3	19.8	2803	71
effector_71	species_34	73.5	7.3	2804	71
effector_71	species_35	78.7	88.9	2805	71
effector_71	species_36	11.6	97.4	2806	71
effector_71	species_37	65.1	1.2	2807	71
effector_71	species_38	83.7	95	2808	71
effector_72	species_0	33.5	10.4	2809	72
effector_72	species_1	34.4	40.2	2810	72
effector_72	species_2	75.2	50.7	2811	72
effector_72	species_3	29.5	86.9	2812	72
effector_72	species_4	65.8	9.5	2813	72
effector_72	species_5	15.5	74.1	2814	72
effector_72	species_6	24.5	58.9	2815	72
effector_72	species_7	96.3	9.5	2816	72
effector_72	species_8	64.4	41.3	2817	72
effector_72	species_9	66.4	32.9	2818	72
effector_72	species_10	48.7	60.9	2819	72
effector_72	species_11	12	50.9	2820	72
effector_72	species_12	40.7	13.8	2821	72
effector_72	species_13	8.8	38.7	2822	72
effector_72	species_14	34.3	84.2	2823	72
effector_72	species_15	10.1	64.5	2824	72
effector_72	species_16	88.2	56.2	2825	72
effector_72	species_17	31.1	77.7	2826	72
effector_72	species_18	33.2	91.5	2827	72
effector_72	species_19	46.3	56	2828	72
effector_72	species_20	74.2	17.2	2829	72
effector_72	species_21	41.4	94.7	2830	72
effector_72	species_22	7.9	68.1	2831	72
effector_72	species_23	31.6	40.8	2832	72
effector_72	species_24	11.7	27.4	2833	72
effector_72	species_25	33.5	89.3	2834	72
effector_72	species_26	56.6	42	2835	72
effector_72	species_27	22.9	75.5	2836	72
effector_72	species_28	39.3	76.5	2837	72
effector_72	species_29	36.9	67.1	2838	72
effector_72	species_30	7.1	3.2	2839	72
effector_72	species_31	28.5	19.1	2840	72
effector_72	species_32	13.4	94.6	2841	72
effector_72	species_33	45	7	2842	72
effector_72	species_34	9.3	65.8	2843	72
effector_72	species_35	55.9	64.7	2844	72
effector_72	species_36	22.6	38	2845	72
effector_72	species_37	45	47.7	2846	72
effector_72	species_38	92.9	32.8	2847	72
effector_73	species_0	45.6	45.7	2848	73
effector_73	species_1	40.3	15.2	2849	73
effector_73	species_2	90	1.1	2850	73
effector_73	species_3	41.9	53	2851	73
effector_73	species_4	23.1	90.1	2852	73
effector_73	species_5	81.2	92.8	2853	73
effector_73	species_6	97.1	35.9	2854	73
effector_73	species_7	1.1	85.8	2855	73
effector_73	species_8	96.7	17.5	2856	73
effector_73	species_9	5.2	42.7	2857	73
effector_73	species_10	58.5	31	2858	73
effector_73	species_11	51.3	95.5	2859	73
effector_73	species_12	93.1	47.1	2860	73
effector_73	species_13	57.6	92.3	2861	73
effector_73	species_14	43.9	6.6	2862	73
effector_73	species_15	49	24.3	2863	73
effector_73	species_16	9.7	42.7	2864	73
effector_73	species_17	100	51.4	2865	73
effector_73	species_18	62.7	29.8	2866	73
effector_73	species_19	99.2	2.6	2867	73
effector_73	species_20	51.1	56.4	2868	73
effector_73	species_21	26.1	83.2	2869	73
effector_73	species_22	37	21.2	2870	73
effector_73	species_23	8.2	64.7	2871	73
effector_73	species_24	43.6	35.4	2872	73
effector_73	species_25	84.5	42.5	2873	73
effector_73	species_26	12.1	81	2874	73
effector_73	species_27	84.1	23.7	2875	73
effector_73	species_28	32.6	84.2	2876	73
effector_73	species_29	12	1	2877	73
effector_73	species_30	50.8	31.9	2878	73
effector_73	species_31	16.7	84.2	2879	73
effector_73	species_32	99.5	14.8	2880	73
effector_73	species_33	93.7	56.3	2881	73
effector_73	species_34	91.1	72.9	2882	73
effector_73	species_35	63.3	82.7	2883	73
effector_73	species_36	42.3	51.2	2884	73
effector_73	species_37	95.9	69	2885	73
effector_73	species_38	68.1	59.5	2886	73
effector_74	species_0	5.7	35.3	2887	74
effector_74	species_1	42.3	95.2	2888	74
effector_74	species_2	85.5	91.5	2889	74
effector_74	species_3	31.8	76.7	2890	74
effector_74	species_4	93	85.3	2891	74
effector_74	species_5	6.2	26.9	2892	74
effector_74	species_6	74.3	4.8	2893	74
effector_74	species_7	26.7	0	2894	74
effector_74	species_8	0.9	31.1	2895	74
effector_74	species_9	54.5	9.1	2896	74
effector_74	species_10	45.7	26.7	2897	74
effector_74	species_11	25.8	45.5	2898	74
effector_74	species_12	24.1	46.2	2899	74
effector_74	species_13	64.3	28.4	2900	74
effector_74	species_14	92.8	6.1	2901	74
effector_74	species_15	67.1	80.1	2902	74
effector_74	species_16	79	58.8	2903	74
effector_74	species_17	90.2	19.2	2904	74
effector_74	species_18	47.9	3.1	2905	74
effector_74	species_19	44.9	91.4	2906	74
effector_74	species_20	59.3	84.6	2907	74
effector_74	species_21	11.2	11.4	2908	74
effector_74	species_22	24.7	76.2	2909	74
effector_74	species_23	75.3	24.5	2910	74
effector_74	species_24	6.1	4.8	2911	74
effector_74	species_25	58.9	84.9	2912	74
effector_74	species_26	39	76	2913	74
effector_74	species_27	63	52	2914	74
effector_74	species_28	51.1	6.2	2915	74
effector_74	species_29	86.6	67.6	2916	74
effector_74	species_30	42.5	13.9	2917	74
effector_74	species_31	72	30.6	2918	74
effector_74	species_32	3.5	54.4	2919	74
effector_74	species_33	2	64.4	2920	74
effector_74	species_34	30.8	0.9	2921	74
effector_74	species_35	3.8	86.1	2922	74
effector_74	species_36	67.3	22.9	2923	74
effector_74	species_37	54.1	42.5	2924	74
effector_74	species_38	19.1	70.3	2925	74
effector_75	species_0	69	85.5	2926	75
effector_75	species_1	25.5	38.9	2927	75
effector_75	species_2	73.5	26.5	2928	75
effector_75	species_3	45.5	83.6	2929	75
effector_75	species_4	91	54.9	2930	75
effector_75	species_5	63.4	93.1	2931	75
effector_75	species_6	93.8	61.3	2932	75
effector_75	species_7	95	32.4	2933	75
effector_75	species_8	11.8	56.3	2934	75
effector_75	species_9	31.3	80.7	2935	75
effector_75	species_10	2.1	92.5	2936	75
effector_75	species_11	42.6	12.5	2937	75
effector_75	species_12	6.6	45.9	2938	75
effector_75	species_13	77.4	15.4	2939	75
effector_75	species_14	64.4	78.9	2940	75
effector_75	species_15	33	13.3	2941	75
effector_75	species_16	3.8	81.6	2942	75
effector_75	species_17	29.6	35.2	2943	75
effector_75	species_18	83.9	96	2944	75
effector_75	species_19	23.1	65.8	2945	75
effector_75	species_20	18.2	65.5	2946	75
effector_75	species_21	58.9	93.4	2947	75
effector_75	species_22	59.9	68.8	2948	75
effector_75	species_23	93.4	1.7	2949	75
effector_75	species_24	96.2	89.7	2950	75
effector_75	species_25	48.9	75.6	2951	75
effector_75	species_26	88.7	20	2952	75
effector_75	species_27	63.3	41.2	2953	75
effector_75	species_28	60.1	35.5	2954	75
effector_75	species_29	76.6	20.9	2955	75
effector_75	species_30	57.1	23.3	2956	75
effector_75	species_31	29.8	13.9	2957	75
effector_75	species_32	71.7	88.8	2958	75
effector_75	species_33	47.3	49.5	2959	75
effector_75	species_34	51.2	1.7	2960	75
effector_75	species_35	12.1	47.4	2961	75
effector_75	species_36	75.7	8.7	2962	75
effector_75	species_37	96.7	18.9	2963	75
effector_75	species_38	16.9	35.5	2964	75
effector_76	species_0	89.8	28	2965	76
effector_76	species_1	75.5	3.7	2966	76
effector_76	species_2	40.5	65.9	2967	76
effector_76	species_3	0.3	37	2968	76
effector_76	species_4	49.2	5.8	2969	76
effector_76	species_5	40	63.1	2970	76
effector_76	species_6	41.1	85.6	2971	76
effector_76	species_7	20.4	99.5	2972	76
effector_76	species_8	67.3	53.3	2973	76
effector_76	species_9	6.1	73.3	2974	76
effector_76	species_10	32.3	63.3	2975	76
effector_76	species_11	84.9	7.4	2976	76
effector_76	species_12	95.7	71.4	2977	76
effector_76	species_13	39.2	75.4	2978	76
effector_76	species_14	85	90.9	2979	76
effector_76	species_15	55.5	36.8	2980	76
effector_76	species_16	11.6	89.2	2981	76
effector_76	species_17	79.7	43	2982	76
effector_76	species_18	84.7	54.4	2983	76
effector_76	species_19	39.5	98.6	2984	76
effector_76	species_20	12.3	54.1	2985	76
effector_76	species_21	28.3	55.6	2986	76
effector_76	species_22	79.6	93.1	2987	76
effector_76	species_23	23	80.2	2988	76
effector_76	species_24	46.9	87	2989	76
effector_76	species_25	94.2	0.3	2990	76
effector_76	species_26	17.7	77.4	2991	76
effector_76	species_27	15.3	99.2	2992	76
effector_76	species_28	84.6	73.9	2993	76
effector_76	species_29	65.1	83.9	2994	76
effector_76	species_30	65.6	28.3	2995	76
effector_76	species_31	81.2	21.1	2996	76
effector_76	species_32	79.9	98.1	2997	76
effector_76	species_33	36.9	67.3	2998	76
effector_76	species_34	95	3.1	2999	76
effector_76	species_35	12.5	55	3000	76
effector_76	species_36	14	70.5	3001	76
effector_76	species_37	99.4	20.6	3002	76
effector_76	species_38	21.3	87.1	3003	76
effector_77	species_0	67.5	73.8	3004	77
effector_77	species_1	59.1	95.2	3005	77
effector_77	species_2	7.5	33.9	3006	77
effector_77	species_3	47.9	60.5	3007	77
effector_77	species_4	55.4	68.5	3008	77
effector_77	species_5	14.4	50.3	3009	77
effector_77	species_6	61.6	35.4	3010	77
effector_77	species_7	95	88.6	3011	77
effector_77	species_8	97.5	98.1	3012	77
effector_77	species_9	68	97.2	3013	77
effector_77	species_10	78.4	60.7	3014	77
effector_77	species_11	13.2	22.4	3015	77
effector_77	species_12	97.9	57.1	3016	77
effector_77	species_13	53.5	58.2	3017	77
effector_77	species_14	9.8	8.3	3018	77
effector_77	species_15	3	49.3	3019	77
effector_77	species_16	19.1	6.6	3020	77
effector_77	species_17	39	76.7	3021	77
effector_77	species_18	6.9	84.6	3022	77
effector_77	species_19	98.4	2.9	3023	77
effector_77	species_20	83.2	8.8	3024	77
effector_77	species_21	79.6	1.1	3025	77
effector_77	species_22	69.3	31.5	3026	77
effector_77	species_23	61.9	72.9	3027	77
effector_77	species_24	98.5	90.2	3028	77
effector_77	species_25	11	4.9	3029	77
effector_77	species_26	76.9	41.5	3030	77
effector_77	species_27	59.2	7	3031	77
effector_77	species_28	93.5	84.4	3032	77
effector_77	species_29	19	6	3033	77
effector_77	species_30	49.4	85.1	3034	77
effector_77	species_31	99.7	54.3	3035	77
effector_77	species_32	13.1	6.9	3036	77
effector_77	species_33	64.5	4.2	3037	77
effector_77	species_34	67.4	84.3	3038	77
effector_77	species_35	80.3	9.8	3039	77
effector_77	species_36	76.4	61.9	3040	77
effector_77	species_37	65.6	63.8	3041	77
effector_77	species_38	71.3	21.9	3042	77
effector_78	species_0	9.6	48.8	3043	78
effector_78	species_1	8.2	3.9	3044	78
effector_78	species_2	94.7	85.6	3045	78
effector_78	species_3	41.1	29.6	3046	78
effector_78	species_4	38.3	46.7	3047	78
effector_78	species_5	54.2	55.3	3048	78
effector_78	species_6	84.8	61.5	3049	78
effector_78	species_7	49.3	19	3050	78
effector_78	species_8	43.7	34.6	3051	78
effector_78	species_9	61.3	33.2	3052	78
effector_78	species_10	42.2	35.4	3053	78
effector_78	species_11	13.6	44	3054	78
effector_78	species_12	96	49	3055	78
effector_78	species_13	73.6	64.4	3056	78
effector_78	species_14	92.9	68	3057	78
effector_78	species_15	43.7	13.3	3058	78
effector_78	species_16	4.3	85.9	3059	78
effector_78	species_17	18.9	67.8	3060	78
effector_78	species_18	8.3	44.1	3061	78
effector_78	species_19	61.8	65.8	3062	78
effector_78	species_20	38.7	79.3	3063	78
effector_78	species_21	46.8	51.4	3064	78
effector_78	species_22	59.1	43.4	3065	78
effector_78	species_23	61.5	70	3066	78
effector_78	species_24	1.1	33.8	3067	78
effector_78	species_25	88.4	5.7	3068	78
effector_78	species_26	54.5	47.9	3069	78
effector_78	species_27	11.8	59.2	3070	78
effector_78	species_28	85.6	99.3	3071	78
effector_78	species_29	49.6	62.9	3072	78
effector_78	species_30	18.1	0.3	3073	78
effector_78	species_31	92.6	65.2	3074	78
effector_78	species_32	66	63.5	3075	78
effector_78	species_33	24.5	75.6	3076	78
effector_78	species_34	6.9	44.5	3077	78
effector_78	species_35	62.5	48	3078	78
effector_78	species_36	48.4	50.6	3079	78
effector_78	species_37	47.3	4.7	3080	78
effector_78	species_38	9.3	65.1	3081	78
effector_79	species_0	71.9	7.4	3082	79
effector_79	species_1	29.8	67.4	3083	79
effector_79	species_2	78.3	83.4	3084	79
effector_79	species_3	16.5	41.1	3085	79
effector_79	species_4	90.1	22.8	3086	79
effector_79	species_5	75.4	35.1	3087	79
effector_79	species_6	40.2	64.8	3088	79
effector_79	species_7	13.2	54.2	3089	79
effector_79	species_8	16.8	0.9	3090	79
effector_79	species_9	30.9	46.8	3091	79
effector_79	species_10	64.8	82.9	3092	79
effector_79	species_11	13.7	90.2	3093	79
effector_79	species_12	94.7	60.5	3094	79
effector_79	species_13	51.3	85.7	3095	79
effector_79	species_14	74.3	45.4	3096	79
effector_79	species_15	18.8	52	3097	79
effector_79	species_16	62.2	54.5	3098	79
effector_79	species_17	27.2	70.4	3099	79
effector_79	species_18	88.9	92.1	3100	79
